"Month","Borough","Equipment Type","Equipment Code","Total Outages","Scheduled Outages","Unscheduled Outages","Entrapments","Time Since Major Improvement","AM Peak Availability","AM Peak Hours Available","AM Peak Total Hours","PM Peak Availability","PM Peak Hours Available","PM Peak Total Hours","24-Hour Availability","24-Hour Hours Available","24-Hour Total Hours","Station Name","Station MRN","Station Complex Name","Station Complex MRN"
"01/01/2021","Manhattan","Escalator","ES626","9","1","8","0","64","100%","124","124","90.33602150538%","112.01666666667","124","96.51209677419%","718.05","744","34ST-HUDSONYARDS-FLS-7","471","34 St-Hudson Yards - Station","471"
"01/01/2021","Manhattan","Elevator","EL146","7","3","4","1","122","93.97849462366%","116.53333333333","124","93.54838709677%","116","124","93.8732078853%","698.41666666667","744","96ST-BWY7-1/2/3","310","96 St - Station","310"
"01/01/2021","Bronx","Elevator","EL185","1","1","0","0","169","100%","124","124","100%","124","124","99.10394265233%","737.33333333333","744","231ST-BWY7-1","295","231 St - Station","295"
"01/01/2021","Bronx","Elevator","EL193","3","3","0","0","165","97.87634408602%","121.36666666667","124","98.14516129032%","121.7","124","97.51568100358%","725.51666666667","744","233ST-LWP-2/5","418","233 St - Station","418"
"01/01/2021","Brooklyn","Escalator","ES346","38","3","35","0","477","81.27688172043%","100.78333333333","124","69.42204301075%","86.08333333333","124","80.7997311828%","601.15","744","BRIGHTONBEACH-BWY-B/Q","55","Brighton Beach - Station","55"
"01/01/2021","Manhattan","Escalator","ES416","7","4","3","0","294","94.95967741935%","117.75","124","100%","124","124","96.56586021505%","718.45","744","ROOSEVELTISLAND-63S-F","222","Roosevelt Island - Station","222"
"01/01/2021","Queens","Escalator","ES444","4","2","2","0","385","99.93279569892%","123.91666666667","124","97.19086021505%","120.51666666667","124","98.19220430108%","730.55","744","JAMAICACENTER-PARSONS/ARCHER-QBL-E/J/Z","278","Jamaica Center-Parsons/Archer - Station","278"
"01/01/2021","Manhattan","Elevator","EL106","4","2","2","0","708","98.13172043011%","121.68333333333","124","98.01075268817%","121.53333333333","124","98.41845878136%","732.23333333333","744","191ST-BWY7-1","300","191 St - Station","300"
"01/01/2021","Bronx","Elevator","EL134","4","4","0","0","225","95.29569892473%","118.16666666667","124","95.76612903226%","118.75","124","94.52508960573%","703.26666666667","744","161ST-YANKEESTADIUM-CON-B/D","219","161 St-Yankee Stadium (B,D,4)","604"
"01/01/2021","Manhattan","Elevator","EL330","7","4","3","0","100","95.76612903226%","118.75","124","98.58870967742%","122.25","124","96.30152329749%","716.48333333333","744","BWAY-LAFAYETTEST-6AV-B/D/F/M","230","Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)","619"
"01/01/2021","Manhattan","Escalator","ES261X","0","0","0","0","N/A","89.00537634409%","110.36666666667","124","89.89247311828%","111.46666666667","124","89.35931899642%","664.83333333333","744","TIMESSQ-42ST-7AV-1/2/3","317","Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)","611"
"01/01/2021","Manhattan","Escalator","ES369","16","3","13","0","142","97.72849462366%","121.18333333333","124","93.45430107527%","115.88333333333","124","95.08512544803%","707.43333333333","744","SOUTHFERRY-7AV-1","330","South Ferry (1)/Whitehall St (R)","635"
"01/01/2021","Manhattan","Escalator","ES302","12","4","8","0","648","79.5564516129%","98.65","124","74.30107526882%","92.13333333333","124","75.4502688172%","561.35","744","PARKPLACE-CLK-2/3","331","Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)","624"
"01/01/2021","Queens","Elevator","EL492X","0","0","0","0","N/A","87.09677419355%","108","124","89.36827956989%","110.81666666667","124","88.03539426523%","654.98333333333","744","HOWARDBEACH-JFKAIRPORT-RKY-A","198","Howard Beach-JFK Airport - Station","198"
"01/01/2021","Brooklyn","Elevator","EL392","2","2","0","0","195","100%","124","124","100%","124","124","98.84184587814%","735.38333333333","744","MARCYAV-JAM-J/M/Z","101","Marcy Av - Station","101"
"01/01/2021","Queens","Escalator","ES446","6","4","2","0","385","96.57258064516%","119.75","124","98.31989247312%","121.91666666667","124","97.80465949821%","727.66666666667","744","JAMAICACENTER-PARSONS/ARCHER-QBL-E/J/Z","278","Jamaica Center-Parsons/Archer - Station","278"
"01/01/2021","Manhattan","Elevator","EL201","2","1","1","0","378","100%","124","124","100%","124","124","98.99865591398%","736.55","744","51ST-LEX-6","401","Lexington Av-53 St (E,M)/51 St (6)","612"
"01/01/2021","Manhattan","Escalator","ES634","11","1","10","0","29","91.22311827957%","113.11666666667","124","97.98387096774%","121.5","124","94.23163082437%","701.08333333333","744","34ST-HUDSONYARDS-FLS-7","471","34 St-Hudson Yards - Station","471"
"01/01/2021","Manhattan","Escalator","ES418","6","3","3","0","375","98.11827956989%","121.66666666667","124","93.97849462366%","116.53333333333","124","97.29838709677%","723.9","744","ROOSEVELTISLAND-63S-F","222","Roosevelt Island - Station","222"
"01/01/2021","Manhattan","Escalator","ES256","16","10","6","0","378","100%","124","124","91.97580645161%","114.05","124","92.09229390681%","685.16666666667","744","GRANDCENTRAL-42ST-LEX-4/5/6","402","Grand Central-42 St (S,4,5,6,7)","610"
"01/01/2021","Queens","Elevator","EL434","1","1","0","0","150","100%","124","124","100%","124","124","99.30779569892%","738.85","744","KEWGARDENS-UNIONTPKE-QBL-E/F","259","Kew Gardens-Union Tpke - Station","259"
"01/01/2021","Brooklyn","Elevator","EL341","0","0","0","0","180","100%","124","124","100%","124","124","100%","744","744","EUCLIDAV-8AV-A/C","188","Euclid Av - Station","188"
"01/01/2021","Manhattan","Elevator","EL250","3","2","1","1","48","98.87096774194%","122.6","124","99.50268817204%","123.38333333333","124","98.87096774194%","735.6","744","86ST-2AV-Q","476","86 St - Station","476"
"01/01/2021","Manhattan","Elevator","EL12X","0","0","0","0","N/A","41.93548387097%","52","124","38.70967741935%","48","124","40.25313620072%","299.48333333333","744","CORTLANDTST-7AV-1","328","Cortlandt St - Station","328"
"01/01/2021","Manhattan","Elevator","EL606X","0","0","0","0","N/A","100%","124","124","100%","124","124","100%","744","744","GRANDCENTRAL-42ST-LEX-S","469","Grand Central-42 St (S,4,5,6,7)","610"
"01/01/2021","Manhattan","Escalator","ES236","13","2","11","0","961","83.87096774194%","104","124","83.11827956989%","103.06666666667","124","80.97894265233%","602.48333333333","744","34ST-HERALDSQ-6AV-B/D/F","227","34 St-Herald Sq (B,D,F,M,N,Q,R)","607"
"01/01/2021","Manhattan","Elevator","EL228","1","1","0","0","223","99.4623655914%","123.33333333333","124","100%","124","124","99.32795698925%","739","744","34ST-PENNSTATION-8AV-A/C/E","164","34 St-Penn Station - Station","164"
"01/01/2021","Manhattan","Escalator","ES370","19","1","18","0","142","93.01075268817%","115.33333333333","124","80.83333333333%","100.23333333333","124","90.49283154122%","673.26666666667","744","SOUTHFERRY-7AV-1","330","South Ferry (1)/Whitehall St (R)","635"
"01/01/2021","Manhattan","Escalator","ES260","14","8","6","0","48","97.9435483871%","121.45","124","97.5%","120.9","124","96.32168458781%","716.63333333333","744","96ST-2AV-Q","475","96 St - Station","475"
"01/01/2021","Manhattan","Escalator","ES271","2","2","0","0","48","100%","124","124","100%","124","124","98.98745519713%","736.46666666667","744","96ST-2AV-Q","475","96 St - Station","475"
"01/01/2021","Manhattan","Escalator","ES297","4","2","2","0","48","98.14516129032%","121.7","124","97.12365591398%","120.43333333333","124","98.125%","730.05","744","86ST-2AV-Q","476","86 St - Station","476"
"01/01/2021","Manhattan","Escalator","ES216","21","1","20","0","1126","90.8064516129%","112.6","124","82.88978494624%","102.78333333333","124","89.32347670251%","664.56666666667","744","TIMESSQ-42ST-7AV-1/2/3","317","Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)","611"
"01/01/2021","Manhattan","Escalator","ES635","9","1","8","0","29","100%","124","124","84.51612903226%","104.8","124","95.03360215054%","707.05","744","34ST-HUDSONYARDS-FLS-7","471","34 St-Hudson Yards - Station","471"
"01/01/2021","Manhattan","Elevator","EL608X","0","0","0","0","N/A","100%","124","124","100%","124","124","100%","744","744","GRANDCENTRAL-42ST-LEX-S","469","Grand Central-42 St (S,4,5,6,7)","610"
"01/01/2021","Queens","Escalator","ES428","1","1","0","0","145","100%","124","124","100%","124","124","99.40188172043%","739.55","744","JAMAICAVANWYCK-QBL-E","280","Jamaica Van Wyck - Station","280"
"01/01/2021","Brooklyn","Elevator","EL317","0","0","0","0","312",,"0","0",,"0","0",,"0","0","BOROUGHHALL-CLK-2/3","335","Court St (R)/Borough Hall (2,3,4,5)","620"
"01/01/2021","Manhattan","Escalator","ES263X","0","0","0","0","N/A","100%","124","124","100%","124","124","100%","744","744","50ST-8AV-C/E","162","50 St - Station","162"
"01/01/2021","Manhattan","Escalator","ES363X","0","0","0","0","N/A","67.74193548387%","84","124","65.76612903226%","81.55","124","67.00940860215%","498.55","744","FULTONST-8AV-A/C","172","Fulton St (A,C,J,Z,2,3,4,5)","628"
"01/01/2021","Brooklyn","Elevator","EL344","2","1","1","0","80","100%","124","124","100%","124","124","99.03225806452%","736.8","744","UTICAAV-8AV-A/C","181","Utica Av - Station","181"
"01/01/2021","Brooklyn","Elevator","EL746","2","2","0","0","6","100%","124","124","100%","124","124","98.65591397849%","734","744","86ST-4AV-R","38","86 St - Station","38"
"01/01/2021","Brooklyn","Elevator","EL389","2","1","1","0","3","96.77419354839%","120","124","100%","124","124","97.7396953405%","727.18333333333","744","59ST-4AV-N/R","35","59 St - Station","35"
"01/01/2021","Bronx","Elevator","EL184","4","3","1","1","169","99.4623655914%","123.33333333333","124","100%","124","124","97.75313620072%","727.28333333333","744","231ST-BWY7-1","295","231 St - Station","295"
"01/01/2021","Queens","Elevator","EL421","4","3","1","0","180","94.95967741935%","117.75","124","100%","124","124","96.82795698925%","720.4","744","JACKSONHTS-ROOSEVELTAV-QBL-E/F/M/R","267","74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)","616"
"01/01/2021","Brooklyn","Elevator","EL302","0","0","0","0","201","100%","124","124","100%","124","124","100%","744","744","ATLANTICAV-BARCLAYSCTR-4AV-D/N/R","27","Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)","617"
"01/01/2021","Manhattan","Elevator","EL108","0","0","0","0","691",,"0","0",,"0","0",,"0","0","181ST-BWY7-1","301","181 St - Station","301"
"01/01/2021","Brooklyn","Elevator","EL765","5","5","0","0","2","97.31182795699%","120.66666666667","124","100%","124","124","97.9726702509%","728.91666666667","744","GREENPOINTAV-XTN-G","283","Greenpoint Av - Station","283"
"01/01/2021","Manhattan","Elevator","EL710","10","6","4","0","162","98.25268817204%","121.83333333333","124","98.07795698925%","121.61666666667","124","96.729390681%","719.66666666667","744","BOWLINGGREEN-LEX-4/5","414","Bowling Green - Station","414"
"01/01/2021","Manhattan","Escalator","ES257X","0","0","0","0","N/A","23.81720430108%","29.53333333333","124","27.71505376344%","34.36666666667","124","24.94623655914%","185.6","744","14ST-UNIONSQ-LEX-4/5/6","406","14 St-Union Sq (L,N,Q,R,4,5,6)","602"
"01/01/2021","Manhattan","Escalator","ES249","5","1","4","0","567","100%","124","124","94.44892473118%","117.11666666667","124","97.29614695341%","723.88333333333","744","LEXINGTONAV/59ST-AST-N/R/Q","7","Lexington Av (N,Q,R)/59 St (4,5,6)","613"
"01/01/2021","Brooklyn","Elevator","EL372","3","2","1","1","188","100%","124","124","98.44086021505%","122.06666666667","124","98.37813620072%","731.93333333333","744","DEKALBAV-4AV-B/Q/R","26","DeKalb Av - Station","26"
"01/01/2021","Brooklyn","Escalator","ES352","8","5","3","0","255","96.77419354839%","120","124","98.58870967742%","122.25","124","96.37096774194%","717","744","FRANKLINAV-FRK-S","139","Franklin Av (C,S)","627"
"01/01/2021","Brooklyn","Elevator","EL345","2","1","1","0","80","100%","124","124","96.77419354839%","120","124","97.2020609319%","723.18333333333","744","UTICAAV-8AV-A/C","181","Utica Av - Station","181"
"01/01/2021","Manhattan","Escalator","ES417","2","1","1","0","375","100%","124","124","96.77419354839%","120","124","98.2997311828%","731.35","744","ROOSEVELTISLAND-63S-F","222","Roosevelt Island - Station","222"
"01/01/2021","Manhattan","Escalator","ES360X","0","0","0","0","N/A","100%","124","124","100%","124","124","100%","744","744","FULTONST-LEX-4/5","412","Fulton St (A,C,J,Z,2,3,4,5)","628"
"01/01/2021","Manhattan","Escalator","ES200","3","3","0","0","48","100%","124","124","100%","124","124","98.99417562724%","736.51666666667","744","96ST-2AV-Q","475","96 St - Station","475"
"01/01/2021","Bronx","Escalator","ES112","2","1","1","0","883","100%","124","124","99.89247311828%","123.86666666667","124","98.82168458781%","735.23333333333","744","NORWOOD-205ST-CON-D","210","Norwood-205 St - Station","210"
"01/01/2021","Manhattan","Elevator","EL230","2","2","0","0","212","99.32795698925%","123.16666666667","124","100%","124","124","98.75672043011%","734.75","744","TIMESSQ-42ST-BWY-N/R/Q","11","Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)","611"
"01/01/2021","Brooklyn","Escalator","ES310","7","3","4","0","1184","100%","124","124","95.65860215054%","118.61666666667","124","96.34632616487%","716.81666666667","744","ATLANTICAV-BARCLAYSCTR-BWY-B/Q","40","Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)","617"
"01/01/2021","Manhattan","Escalator","ES207","39","21","18","0","667","92.60752688172%","114.83333333333","124","92.39247311828%","114.56666666667","124","91.53449820789%","681.01666666667","744","GRANDCENTRAL-42ST-FLS-7","465","Grand Central-42 St (S,4,5,6,7)","610"
"01/01/2021","Manhattan","Elevator","EL279","1","1","0","0","135","100%","124","124","100%","124","124","99.20922939068%","738.11666666667","744","59ST-COLUMBUSCIRCLE-8AV-A/B/C/D","161","59 St-Columbus Circle (A,B,C,D,1)","614"
"01/01/2021","Bronx","Elevator","EL122","5","1","4","0","375","96.6935483871%","119.9","124","99.75806451613%","123.7","124","98.20564516129%","730.65","744","PELHAMBAYPARK-PEL-6","360","Pelham Bay Park - Station","360"
"01/01/2021","Queens","Escalator","ES441","4","2","2","0","385","98.4811827957%","122.11666666667","124","100%","124","124","98.40501792115%","732.13333333333","744","JAMAICACENTER-PARSONS/ARCHER-QBL-E/J/Z","278","Jamaica Center-Parsons/Archer - Station","278"
"01/01/2021","Manhattan","Escalator","ES410","2","1","1","0","375","100%","124","124","98.83064516129%","122.55","124","98.79704301075%","735.05","744","LEXINGTONAV/63ST-63S-F/Q","223","Lexington Av/63 St - Station","223"
"01/01/2021","Manhattan","Escalator","ES278","6","1","5","0","48","98.69623655914%","122.38333333333","124","97.99731182796%","121.51666666667","124","97.31182795699%","724","744","86ST-2AV-Q","476","86 St - Station","476"
"01/01/2021","Manhattan","Escalator","ES345","10","1","9","0","525","93.68279569892%","116.16666666667","124","98.18548387097%","121.75","124","96.27688172043%","716.3","744","BOWLINGGREEN-LEX-4/5","414","Bowling Green - Station","414"
"01/01/2021","Manhattan","Escalator","ES341","14","2","12","0","525","68.26612903226%","84.65","124","63.97849462366%","79.33333333333","124","64.4623655914%","479.6","744","BOWLINGGREEN-LEX-4/5","414","Bowling Green - Station","414"
"01/01/2021","Manhattan","Escalator","ES262X","0","0","0","0","N/A","77.41935483871%","96","124","77.41935483871%","96","124","77.1729390681%","574.16666666667","744","TIMESSQ-42ST-7AV-1/2/3","317","Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)","611"
"01/01/2021","Queens","Elevator","EL405","3","2","1","1","374","100%","124","124","97.17741935484%","120.5","124","98.16980286738%","730.38333333333","744","21ST-QUEENSBRIDGE-63S-F","221","21 St-Queensbridge - Station","221"
"01/01/2021","Queens","Elevator","EL450X","0","0","0","0","N/A","99.27419354839%","123.1","124","96.77419354839%","120","124","98.30421146953%","731.38333333333","744","SUTPHINBLVD-ARCHERAV-JFKAIRPORT-QBL-E/J/Z","279","Sutphin Blvd-Archer Av-JFK Airport - Station","279"
"01/01/2021","Brooklyn","Elevator","EL308","3","2","1","0","1224","100%","124","124","99.13978494624%","122.93333333333","124","99.19578853047%","738.01666666667","744","COURTST-BWY-R","24","Court St (R)/Borough Hall (2,3,4,5)","620"
"01/01/2021","Manhattan","Elevator","EL268X","0","0","0","0","N/A","100%","124","124","100%","124","124","100%","744","744","49ST-BWY-N/R/Q","10","49 St - Station","10"
"01/01/2021","Manhattan","Escalator","ES630","2","1","1","0","29","100%","124","124","97.93010752688%","121.43333333333","124","97.81810035842%","727.76666666667","744","34ST-HUDSONYARDS-FLS-7","471","34 St-Hudson Yards - Station","471"
"01/01/2021","Manhattan","Escalator","ES621","6","1","5","0","64","100%","124","124","91.93548387097%","114","124","97.74641577061%","727.23333333333","744","34ST-HUDSONYARDS-FLS-7","471","34 St-Hudson Yards - Station","471"
"01/01/2021","Brooklyn","Elevator","EL378","2","2","0","0","102","100%","124","124","100%","124","124","99.07258064516%","737.1","744","BAYPKWY-WST-D","68","Bay Pkwy - Station","68"
"01/01/2021","Manhattan","Elevator","EL338","2","1","1","1","141","100%","124","124","99.1935483871%","123","124","98.85528673835%","735.48333333333","744","CHAMBERSST-7AV-1/2/3","327","Chambers St - Station","327"
"01/01/2021","Queens","Escalator","ES440","23","6","17","0","385","84.93279569892%","105.31666666667","124","90.92741935484%","112.75","124","86.07974910394%","640.43333333333","744","JAMAICACENTER-PARSONS/ARCHER-QBL-E/J/Z","278","Jamaica Center-Parsons/Archer - Station","278"
"01/01/2021","Manhattan","Escalator","ES403","2","2","0","0","375","100%","124","124","100%","124","124","99.32795698925%","739","744","LEXINGTONAV/63ST-63S-F/Q","223","Lexington Av/63 St - Station","223"
"01/01/2021","Manhattan","Escalator","ES242","11","2","9","0","736","98.77688172043%","122.48333333333","124","92.51344086022%","114.71666666667","124","96.01926523297%","714.38333333333","744","5AV/53ST-QBL-E/M","276","5 Av/53 St - Station","276"
"01/01/2021","Manhattan","Escalator","ES101","21","0","21","0","1387","53.36021505376%","66.16666666667","124","65.02688172043%","80.63333333333","124","62.82034050179%","467.38333333333","744","125ST-BWY7-1","306","125 St - Station","306"
"01/01/2021","Queens","Elevator","EL411","4","4","0","0","385","99.12634408602%","122.91666666667","124","100%","124","124","98.42741935484%","732.3","744","SUTPHINBLVD-ARCHERAV-JFKAIRPORT-QBL-E/J/Z","279","Sutphin Blvd-Archer Av-JFK Airport - Station","279"
"01/01/2021","Manhattan","Elevator","EL226","1","1","0","0","223","100%","124","124","100%","124","124","99.26971326165%","738.56666666667","744","34ST-PENNSTATION-8AV-A/C/E","164","34 St-Penn Station - Station","164"
"01/01/2021","Manhattan","Escalator","ES268X","0","0","0","0","N/A","29.03225806452%","36","124","31.82795698925%","39.46666666667","124","30.77284946237%","228.95","744","TIMESSQ-42ST-7AV-1/2/3","317","Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)","611"
"01/01/2021","Manhattan","Elevator","EL441","6","4","2","0","49","96.11559139785%","119.18333333333","124","100%","124","124","97.85842293907%","728.06666666667","744","LEXINGTONAV/63ST-63S-F/Q","223","Lexington Av/63 St - Station","223"
"01/01/2021","Brooklyn","Elevator","EL398","2","1","1","0","155","99.94623655914%","123.93333333333","124","100%","124","124","99.03673835125%","736.83333333333","744","MYRTLE-WYCKOFFAVS-MYT-M","112","Myrtle-Wyckoff Avs (L,M)","630"
"01/01/2021","Manhattan","Elevator","EL140","3","3","0","0","167","99.59677419355%","123.5","124","100%","124","124","97.87858422939%","728.21666666667","744","168ST-8AV-A/C","148","168 St (A,C,1)","605"
"01/01/2021","Manhattan","Elevator","EL325","2","0","2","2","234","100%","124","124","96.77419354839%","120","124","97.87634408602%","728.2","744","CANALST-LEX-6","410","Canal St (J,N,Q,R,Z,6)","623"
"01/01/2021","Manhattan","Escalator","ES296","3","2","1","0","48","100%","124","124","100%","124","124","98.21012544803%","730.68333333333","744","72ST-2AV-Q","477","72 St - Station","477"
"01/01/2021","Manhattan","Elevator","EL601","5","1","4","0","64","97.51344086022%","120.91666666667","124","95.28225806452%","118.15","124","97.33422939068%","724.16666666667","744","34ST-HUDSONYARDS-FLS-7","471","34 St-Hudson Yards - Station","471"
"01/01/2021","Queens","Escalator","ES432X","0","0","0","0","N/A","78.73655913978%","97.63333333333","124","83.18548387097%","103.15","124","79.99327956989%","595.15","744","SUTPHINBLVD-ARCHERAV-JFKAIRPORT-QBL-E/J/Z","279","Sutphin Blvd-Archer Av-JFK Airport - Station","279"
"01/01/2021","Manhattan","Escalator","ES622","8","1","7","0","64","87.09677419355%","108","124","78.0376344086%","96.76666666667","124","81.41353046595%","605.71666666667","744","34ST-HUDSONYARDS-FLS-7","471","34 St-Hudson Yards - Station","471"
"01/01/2021","Manhattan","Escalator","ES115","10","4","6","0","1050","97.27150537634%","120.61666666667","124","98.70967741935%","122.4","124","95.51523297491%","710.63333333333","744","145ST-8AV-A/B/C/D","151","145 St - Station","151"
"01/01/2021","Brooklyn","Elevator","EL763","4","4","0","0","2","98.75%","122.45","124","100%","124","124","98.3646953405%","731.83333333333","744","GREENPOINTAV-XTN-G","283","Greenpoint Av - Station","283"
"01/01/2021","Manhattan","Elevator","EL607X","0","0","0","0","N/A","100%","124","124","100%","124","124","100%","744","744","GRANDCENTRAL-42ST-LEX-S","469","Grand Central-42 St (S,4,5,6,7)","610"
"01/01/2021","Queens","Elevator","EL467","5","2","3","0","6","96.97580645161%","120.25","124","96.66666666667%","119.86666666667","124","95.5085125448%","710.58333333333","744","ASTORIABLVD-AST-N/Q","2","Astoria Blvd - Station","2"
"01/01/2021","Queens","Elevator","EL414","10","3","7","5","252","90.67204301075%","112.43333333333","124","90.95430107527%","112.78333333333","124","89.49596774194%","665.85","744","FLUSHING-MAINST-FLS-7","447","Flushing-Main St - Station","447"
"01/01/2021","Queens","Escalator","ES433X","0","0","0","0","N/A","84.67741935484%","105","124","87.78225806452%","108.85","124","87.21102150538%","648.85","744","SUTPHINBLVD-ARCHERAV-JFKAIRPORT-QBL-E/J/Z","279","Sutphin Blvd-Archer Av-JFK Airport - Station","279"
"01/01/2021","Brooklyn","Elevator","EL301","6","3","3","0","201","95.63172043011%","118.58333333333","124","93.64247311828%","116.11666666667","124","94.39292114695%","702.28333333333","744","ATLANTICAV-BARCLAYSCTR-4AV-D/N/R","27","Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)","617"
"01/01/2021","Manhattan","Elevator","EL723","3","3","0","0","86","99.36827956989%","123.21666666667","124","100%","124","124","98.95161290323%","736.2","744","FULTONST-8AV-A/C","172","Fulton St (A,C,J,Z,2,3,4,5)","628"
"01/01/2021","Queens","Escalator","ES461X","0","0","0","0","N/A","63.96505376344%","79.31666666667","124","74.71774193548%","92.65","124","72.61200716846%","540.23333333333","744","COURTSQ-FLS-7","462","Court Sq (E,G,M,7)","606"
"01/01/2021","Brooklyn","Elevator","EL396","3","1","2","0","155","96.77419354839%","120","124","93.54838709677%","116","124","95.02016129032%","706.95","744","MYRTLE-WYCKOFFAVS-MYT-M","112","Myrtle-Wyckoff Avs (L,M)","630"
"01/01/2021","Bronx","Elevator","EL132","4","3","1","0","225","99.86559139785%","123.83333333333","124","96.70698924731%","119.91666666667","124","97.72849462366%","727.1","744","161ST-YANKEESTADIUM-CON-B/D","219","161 St-Yankee Stadium (B,D,4)","604"
"01/01/2021","Manhattan","Escalator","ES408","2","1","1","0","375","97.31182795699%","120.66666666667","124","100%","124","124","98.7791218638%","734.91666666667","744","LEXINGTONAV/63ST-63S-F/Q","223","Lexington Av/63 St - Station","223"
"01/01/2021","Brooklyn","Escalator","ES317","0","0","0","0","752",,"0","0",,"0","0",,"0","0","JAYST-METROTECH-8AV-A/C/F","174","Jay St-MetroTech (A,C,F,R)","636"
"01/01/2021","Manhattan","Escalator","ES420","1","0","1","0","375","0%","0","124","0%","0","124","0%","0","744","ROOSEVELTISLAND-63S-F","222","Roosevelt Island - Station","222"
"01/01/2021","Queens","Escalator","ES450","6","4","2","0","741","99.83870967742%","123.8","124","97.09677419355%","120.4","124","97.6232078853%","726.31666666667","744","74ST-BROADWAY-FLS-7","454","74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)","616"
"01/01/2021","Queens","Escalator","ES448","8","4","4","0","1081","97.35215053763%","120.71666666667","124","97.25806451613%","120.6","124","94.31003584229%","701.66666666667","744","61ST-WOODSIDE-FLS-7","456","61 St-Woodside - Station","456"
"01/01/2021","Manhattan","Escalator","ES247","4","4","0","0","48","100%","124","124","100%","124","124","98.82616487455%","735.26666666667","744","96ST-2AV-Q","475","96 St - Station","475"
"01/01/2021","Manhattan","Elevator","EL11X","0","0","0","0","N/A","100%","124","124","99.51612903226%","123.4","124","99.58333333333%","740.9","744","CORTLANDTST-7AV-1","328","Cortlandt St - Station","328"
"01/01/2021","Queens","Escalator","ES424","9","1","8","0","375","86.53225806452%","107.3","124","92.60752688172%","114.83333333333","124","91.64874551971%","681.86666666667","744","21ST-QUEENSBRIDGE-63S-F","221","21 St-Queensbridge - Station","221"
"01/01/2021","Manhattan","Escalator","ES231","11","5","6","0","961","97.17741935484%","120.5","124","97.60752688172%","121.03333333333","124","96.16487455197%","715.46666666667","744","34ST-HERALDSQ-6AV-B/D/F","227","34 St-Herald Sq (B,D,F,M,N,Q,R)","607"
"01/01/2021","Brooklyn","Elevator","EL395","4","3","1","0","214","100%","124","124","100%","124","124","97.93010752688%","728.6","744","FLUSHINGAV-JAM-J/M","98","Flushing Av - Station","98"
"01/01/2021","Manhattan","Elevator","EL229","2","1","1","0","212","97.91666666667%","121.41666666667","124","100%","124","124","99.04569892473%","736.9","744","TIMESSQ-42ST-BWY-N/R/Q","11","Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)","611"
"01/01/2021","Bronx","Elevator","EL190","1","1","0","0","73","100%","124","124","100%","124","124","99.14650537634%","737.65","744","KINGSBRIDGERD-CON-B/D","212","Kingsbridge Rd - Station","212"
"01/01/2021","Manhattan","Escalator","ES337","4","1","3","0","525","100%","124","124","94.51612903226%","117.2","124","98.74551971326%","734.66666666667","744","BOWLINGGREEN-LEX-4/5","414","Bowling Green - Station","414"
"01/01/2021","Manhattan","Elevator","EL266","2","1","1","0","48","100%","124","124","96.77419354839%","120","124","98.84408602151%","735.4","744","72ST-2AV-Q","477","72 St - Station","477"
"01/01/2021","Manhattan","Elevator","EL23X","0","0","0","0","N/A","97.11021505376%","120.41666666667","124","100%","124","124","99.10394265233%","737.33333333333","744","WORLDTRADECENTER-8AV-E","171","Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)","624"
"01/01/2021","Manhattan","Escalator","ES338","5","1","4","0","525","100%","124","124","100%","124","124","98.3064516129%","731.4","744","BOWLINGGREEN-LEX-4/5","414","Bowling Green - Station","414"
"01/01/2021","Manhattan","Elevator","EL214","3","1","2","0","204","96.16935483871%","119.25","124","100%","124","124","98.45430107527%","732.5","744","34ST-PENNSTATION-7AV-1/2/3","318","34 St-Penn Station - Station","318"
"01/01/2021","Manhattan","Escalator","ES640X","0","0","0","0","N/A","100%","124","124","100%","124","124","100%","744","744","GRANDCENTRAL-42ST-LEX-4/5/6","402","Grand Central-42 St (S,4,5,6,7)","610"
"01/01/2021","Manhattan","Elevator","EL117","3","1","2","0","1063","95.77956989247%","118.76666666667","124","92.74193548387%","115","124","94.51388888889%","703.18333333333","744","181ST-8AV-A","146","181 St - Station","146"
"01/01/2021","Manhattan","Escalator","ES237","8","2","6","0","507","93.25268817204%","115.63333333333","124","93.65591397849%","116.13333333333","124","92.90994623656%","691.25","744","7AV-QBL-B/D/E","277","7 Av - Station","277"
"01/01/2021","Manhattan","Elevator","EL216","1","1","0","0","207","100%","124","124","100%","124","124","99.24507168459%","738.38333333333","744","34ST-PENNSTATION-7AV-1/2/3","318","34 St-Penn Station - Station","318"
